contact_id,email,full_name,phone,country,address_line1,city,state,postal_code,company_name,department,job_title,attributes_json,created_at,updated_at,etl_batch_id,source_system,source_record_id
85806919-ce8b-4ac1-baed-0aeb623cfd8e,hassan.kamel644@northwind.local,Hassan Kamel,01507795624,Egypt,"Badr Youth Center Road, Zagazig",Desouk,Kafr El Sheikh,33506,Al-Fawwaz Engineering Group,MARKETING,Police officer,{},2026-05-22 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_0
9f1e2100-3640-43e8-8515-27d2b1b8f66d,amr.mostafa154@egypt.gov.eg,Amr Mostafa,01226252808,Egypt,"254 Sika El-Wayli Street, Hadayek El-Qobba",Mansoura,Dakahlia,34128,Egypt Middle East Trading,Accounting,Software Architect,{},2026-05-21 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_1
c3b6d6dd-167c-4641-83c5-bbcb916ad70b,omar.nassar141@outlook.com,Omar Nassar,01050255953,Egypt,"24A Ain Shams Street, Victory Square, Ain Shams",Alexandria,Alexandria,21523,Arabian Investment Real Estate Group,marketing,Actuary,{},2026-05-20 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_2
5ef04a13-2d2a-4358-8ffb-c4c28affd5ac,mona.nassar966@egypt.gov.eg,Mona Nassar,01217460873,Egypt,"23 Ammar Bin Yasir Street, Bihtem, Shubra El-Kheima",Damietta,Damietta,34128,Delta Gas Group,Product Management,Chief of Staff,{},2026-05-23 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_3
561f8195-3786-45bf-bb39-c6b5e02b19ee,wael.hassan778@gmail.com,Wael Hassan,01573989439,Egypt,"18 Ain Shams Street, Triumph Square, Ain Shams",Port Fouad,Port Said,42762,Techno Build Software Solutions,ACCOUNTING,Petroleum engineer,{},2026-05-20 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_4
ffd478b7-a4ee-4bfc-8961-0fa37fff3c7e,wael.sherif575@company.com.eg,Wael Sherif,01092674507,Egypt,"29 Taret El-Gabal Street, Cairo-Sudan Road, Hadayek El-Qobba",Damietta,Damietta,34697,Egypt Middle East Trading,Support,Meteorologist,{},2026-05-30 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_5
91fae13a-9d43-4d82-9099-bffab3260d41,rania.kamel930@northwind.local,Rania Kamel,01007384359,Egypt,"40 Forty Road, Building 501, 6th of October",Zagazig,Sharqia,44657,Al-Waliy Contracting Group,Marekting,"Research officer, government",{},2026-06-02 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_6
59cb9e82-f31d-4a2c-bb5c-a798ce492ff0,hassan.sherif93@yahoo.com,Hassan Sherif,01274710460,Egypt,"300A El-Haram El-Talabiya Road, El-Haram",Faraskur,Damietta,34697,Al-Nahhas Chemicals Group,MARKETING,"Administrator, charities/voluntary organisations",{},2026-06-02 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_7
f239705a-36fd-48c5-9d04-15e16e384f9c,nadia.ibrahim247@outlook.com,Nadia Ibrahim,01585177122,Egypt,"127 Ramses Street, Apt 7, Floor 5",Al-Arish,North Sinai,45553,Basyouni Accounting & Tax Office,Support,Project Manager,{},2026-05-30 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_8
37e66788-cf61-4281-bee8-3d3f0aa2048c,alaa.yassin479@hotmail.com,Alaa Yassin,01516925291,Egypt,"21 Egypt-Helwan Agricultural Road, Maadi Corniche",Dahab,South Sinai,46887,Al-Yamama Textiles Group,Sales,Maintenance engineer,{},2026-05-21 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_9
f20f4f13-08f5-4d62-88fb-905e8c4f369f,eman.yassin696@egypt.gov.eg,Eman Yassin,01173398158,Egypt,"17 Ahmed Helmy Street, Shubra El-Kheima",Rosetta,Beheira,22744,TTC Distribution Security Systems,marketing,"Development worker, international aid",{},2026-05-22 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_10
d76ced5d-23c9-4828-9bf3-3d10da8dc9b5,rania.hassan168@outlook.com,Rania Hassan,01164970473,Egypt,"109 Road, off Road 119, Industrial Zone, Obour City",Zefta,Gharbia,32513,Basyouni Accounting & Tax Office,Engineering,Personnel officer,{},2026-06-01 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_11
4988531a-aa5d-4da7-85de-ed1221ab2574,hala.fathy916@gmail.com,Hala Fathy,01056959995,Egypt,"Km 28, Cairo-Alexandria Desert Road, Abu Rawash",Aswan,Aswan,81346,First Group Factories,Marekting,"Psychologist, occupational",{},2026-06-05 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_12
edb8bc70-6116-4d94-b52d-628c0f8585f6,rania.abdelrahman634@egypt.gov.eg,Rania Abdelrahman,01121119508,Egypt,"5 Villa 16, 8 Salah El-Din Street, District 1, West Somid, 6th of October",Aswan,Aswan,81511,Al-Baset Accountants & Advisors,Human Resources,Child psychotherapist,{},2026-06-07 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_13
c6cd1ef0-8b99-4bf4-b534-cc562ef381fc,doaa.mahmoud94@outlook.com,Doaa Mahmoud,01520292560,Egypt,"5 Lot 34, B3 Industrial Zone, 10th of Ramadan",Talkha,Dakahlia,35803,JW Frame Networks,Human Resources,Chemical engineer,{},2026-05-29 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_14
92567116-9250-4b0c-ad04-eb1718f34f57,mariam.ibrahim264@company.com.eg,Mariam Ibrahim,01282984412,Egypt,"13 El-Bakbashi El-Eisawi Street, Sidi Bishr",Kawm Umbu,Aswan,81162,Badawi Industrial & Commercial Group,Services,Acting Web Developer,{},2026-05-26 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_15
e55dfb61-1238-4f13-aac0-ca30ca69ee54,hany.hassan779@yahoo.com,Hany Hassan,01547792818,Egypt,"9 Ahmed Mohram Street, Raml Station",Asyut,Asyut,71725,ICC Low-Current Systems,Research and Development,"Designer, furniture",{},2026-06-07 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_16
e292dc2b-534a-42ef-bb98-5f6b05ec967e,hoda.nassar350@gmail.com,Hoda Nassar,01122188482,Egypt,"24A Ain Shams Street, Victory Square, Ain Shams",Mansoura,Dakahlia,34502,Al-Husseini Legal Consulting Office,MARKETING,"Biochemist, clinical",{},2026-06-05 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_17
118b730d-c8d9-4342-94dd-12cad9d0d488,alaa.ibrahim760@gmail.com,Alaa Ibrahim,01075726682,Egypt,"5 Ard Dama, 4th Industrial Zone, 6th of October",Bilbays,Sharqia,44647,Al-Hadad Ceramics Group,Training,Dancer,{},2026-05-21 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_18
1ab7047c-006b-4221-a3dc-1ceb8a7d970c,rania.abdelrahman289@company.com.eg,Rania Abdelrahman,01550531277,Egypt,"5 Lot 34, B3 Industrial Zone, 10th of Ramadan",Al-Kharijah,New Valley,72717,Al-Nahhas Chemicals Group,Product Management,Counsellor,{},2026-05-23 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_19
9f82da23-b994-43fe-8563-eb039d17383a,mona.hassan463@yahoo.com,Mona Hassan,01250909420,Egypt,"15 Mohamed Mustafa Hammam Street, Apt 8, Floor 3, Nasr City",Shibin al-Kawm,Monufia,32625,Osman Group Real Estate,Accounting,"Therapist, sports",{},2026-06-09 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_20
8b6db1f2-04dc-4273-aefe-e1944b80b00b,aya.mansour921@outlook.com,Aya Mansour,01238710460,Egypt,"54 Ahmed Fakhri Street, Nasr City",Ismailia,Ismailia,41990,Al-Yamama Textiles Group,Engineering,Tourist information centre manager,{},2026-06-04 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_21
3b6558cd-bab9-4f27-9533-7ab9652d5a28,mona.hassan260@hotmail.com,Mona Hassan,01547993564,Egypt,"5 Ard Dama, 4th Industrial Zone, 6th of October",Al-Arish,North Sinai,45553,Quba Investment Group,Business Development,Sub,{},2026-05-26 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_22
f051b7fd-81a8-4109-9f21-d36ab6c1ae40,mariam.farouk813@yahoo.com,Mariam Farouk,01570123027,Egypt,"5 Mustafa Refaat Street, Sheraton Residences, Heliopolis",Ismailia,Ismailia,41990,Al-Waliy Contracting Group,Accounting,Fine artist,{},2026-06-05 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_23
ee7b99f0-839e-4b87-861d-27a4dfa3b304,ehab.fathy319@gmail.com,Ehab Fathy,01026365190,Egypt,"358 Gamal Abd El-Nasser Street, Miami",Damanhur,Beheira,22749,Al-Khalij El-Masri Contracting Group,MARKETING,Technical author,{},2026-06-03 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_24
873bc8a0-d558-406f-8b72-48ddfd6f602a,hussein.mahmoud131@hotmail.com,Hussein Mahmoud,01542928152,Egypt,"1 Abd El-Sattar Diab Street, Nasr City",Sadat City,Monufia,32656,Al-Faisal Al-Mahmoud Real Estate,Services,"Scientist, marine",{},2026-05-29 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_25
764f51fc-26ae-4528-9078-66946818f10d,alaa.kamel669@company.com.eg,Alaa Kamel,01102498348,Egypt,"109 Road, off Road 119, Industrial Zone, Obour City",Akhmim,Sohag,82714,Al-Najm Real Estate Group,Bsuiness Development,Mining engineer,{},2026-05-23 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_26
63cbbbbf-9561-43b1-be17-4518108c2c44,wael.farouk225@outlook.com,Wael Farouk,01134872531,Egypt,"33 Nasr Street, New Maadi",Marsa Matruh,Matruh,51511,Al-Huda Wal-Noor Heavy Equipment Rental,Accounting,Chief Marketing Officer,{},2026-06-07 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_27
067c3119-0427-4143-95f3-d6ed0f79a5bc,omar.rashad677@gmail.com,Omar Rashad,01537150051,Egypt,"8 Ibn Marzouk Street, Saba Pasha",Suez,Suez,11749,Santafe Technology,Sales,Multimedia specialist,{},2026-06-09 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_28
92711809-cd49-4eae-bdca-d29ff09b9eb3,hoda.mansour989@yahoo.com,Hoda Mansour,01024599423,Egypt,"10060 Turquoise Tower, Carrefour El-Maadi Road",Faraskur,Damietta,34128,Salem Mantawi Import & Supplies Group,Sales,"Therapist, speech and language",{},2026-05-31 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_29
0fe14ef1-7d99-461c-b00f-680316d1b8c1,mariam.mostafa44@company.com.eg,Mariam Mostafa,01291744169,Egypt,"14 El-Bustan Street, New Helwan",Obour City,Qalyubia,11593,Egypt Laptop IT Solutions,Engineering,Sr. Chief Financial Officer,{},2026-05-27 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_30
65a1488f-ce78-4787-a29b-ae4273575dbe,hoda.ibrahim885@egypt.gov.eg,Hoda Ibrahim,01501968212,Egypt,"43 Arab League Street, Mohandessin",Asyut,Asyut,71513,Tourism Companies & Agencies Chamber,Human Resources,Software Engineer,{},2026-05-28 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_31
d02dcddd-5054-451c-b0fc-c9786680dd8e,nour.mansour703@northwind.local,Nour Mansour,01542240770,Egypt,"29 Martyrs College Apartments, Nasr City",Bilbays,Sharqia,44517,Al-Shark El-Arabi Trading Group,Training,Corporate investment banker,{},2026-05-21 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_32
b72aabf5-143d-4306-860e-dd3ed4b1acb1,aya.sherif821@gmail.com,Aya Sherif,01009154245,Egypt,"6 Abd El-Aziz Suleiman Street, Floor 5, Dokki",Luxor,Luxor,85881,Abdullah Al-Shiraiy Decorative Glass Group,marketing,Animal nutritionist,{},2026-06-09 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_33
43535e20-84b3-41ba-987a-8022d3693eac,salma.abdelrahman895@company.com.eg,Salma Abdelrahman,01150950709,Egypt,"Km 13, Cairo-Ismailia Road, Meet Halfa",Shibin al-Kawm,Monufia,32623,Egyptian Corporate Directory,Legal,Drilling engineer,{},2026-06-03 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_34
d16dc9c1-84aa-4c8a-a648-674a0fedad62,tarek.nassar746@egypt.gov.eg,Tarek Nassar,01271485313,Egypt,"33 Nasr Street, New Maadi",Kawm Umbu,Aswan,81162,Al-Bord International Training Group,Training,Tourism officer,{},2026-05-30 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_35
76df1bb5-383a-4fff-9a39-c02c20b314f8,sami.fathy298@northwind.local,Sami Fathy,01101244561,Egypt,"17 Ahmed Helmy Street, Shubra El-Kheima",Faiyum,Faiyum,63511,Firewall Contracting & Fire Systems,Research and Development,"Designer, television/film set",{},2026-06-04 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_36
3a0f9a26-406d-401e-b43d-0a3501a5f101,rania.fathy770@outlook.com,Rania Fathy,01063887218,Egypt,"43 Arab League Street, Mohandessin",Luxor,Luxor,85861,BECO Engineering Group,Product Management,Applications developer,{},2026-06-06 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_37
d8fbaf42-7d38-4021-bd82-1efc79083985,rania.nassar779@northwind.local,Rania Nassar,01042542545,Egypt,"17 Ahmed Helmy Street, Shubra El-Kheima",Mallawi,Minya,11834,Al-Khalij El-Masri Contracting Group,Accounting,Chief Financial Officer,{},2026-06-04 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_38
c34013c5-3131-4081-8278-c051304843d8,karim.ali547@northwind.local,Karim Ali,01571687842,Egypt,"358 Gamal Abd El-Nasser Street, Miami",Kafr al-Shaykh,Kafr El Sheikh,11912,Osman Group Real Estate,marketing,Communications engineer,{},2026-05-28 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_39
16b73e71-68fb-4d35-a9de-f6044a666fc7,wael.el-sayed939@outlook.com,Wael El-Sayed,01201820121,Egypt,"8 Ibn Marzouk Street, Saba Pasha",Akhmim,Sohag,82723,Tourism Sector - Tourist Shops,Legal,"Engineer, technical sales",{},2026-06-06 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_40
3b4b4e68-5430-46aa-a056-cfeb2a4d08a9,tarek.yassin657@northwind.local,Tarek Yassin,01221592116,Egypt,"6 Marfaq El-Meyah Street, El-Ameriya",Ismailia,Ismailia,41944,Al-Hadad Ceramics Group,Engineering,"Engineer, drilling",{},2026-06-08 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_41
bad2e568-ff0c-4004-8337-55085c0b5afb,ahmed.mostafa721@gmail.com,Ahmed Mostafa,01190042520,Egypt,"53 Faroqiya Apartments, Apt 20, Gesr El-Suez",El-Alamein,Matruh,11535,Al-Abd Import & Export Group,Engineering,Astronomer,{},2026-06-06 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_42
fa197bab-8df7-4d0f-ad39-2d96062a2595,hassan.ibrahim347@northwind.local,Hassan Ibrahim,01201569712,Egypt,"300A El-Haram El-Talabiya Road, El-Haram",Al-Arish,North Sinai,45553,Corporate Advanced Services Center,Legal,Chief Strategy Officer,{},2026-06-09 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_43
d2a2f138-3e17-415a-9ae9-2284e4a80939,hany.gamal110@egypt.gov.eg,Hany Gamal,01294671390,Egypt,"19 Youssef El-Gendy Street, Bab El-Louk",Al-Kharijah,New Valley,72721,Al-Alfiya Home Appliances - Alpha Group,MARKETING,Food technologist,{},2026-05-28 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_44
6dbb6d5d-cabd-4be7-8bc2-8eff22855e33,hala.gamal830@outlook.com,Hala Gamal,01129749537,Egypt,"Km 7A, Third Industrial Zone, 10th of Ramadan",Kawm Umbu,Aswan,81589,Global Board Training & Consulting Group,Services,Banker,{},2026-05-23 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_45
af4f05bb-bd1b-4078-8a29-247e8df0a5dc,mahmoud.abdelrahman756@northwind.local,Mahmoud Abdelrahman,01536358122,Egypt,"165 Gesr El-Suez Street, Heliopolis",Talkha,Dakahlia,34630,Touch Group Services,marketing,Electrical engineer,{},2026-05-30 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_46
a9bf7671-2c57-489e-b747-0548d8fa877b,hoda.ibrahim364@northwind.local,Hoda Ibrahim,01202966371,Egypt,"Badr Youth Center Road, Zagazig",Maadi,Cairo,11677,Al-Timsal Cranes Group,Support,Armed forces logistics/support/administrative officer,{},2026-06-03 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_47
2c456bf0-c810-4904-a4e2-9c256e86de4a,hussein.gamal24@gmail.com,Hussein Gamal,01579858768,Egypt,"5 El-Araesh Street, El-Haram",Damanhur,Beheira,22751,Al-Huda Wal-Noor Heavy Equipment Rental,Sales,Amenity horticulturist,{},2026-05-22 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_48
0086afa9-3329-47be-95c5-0f7fc02114c7,ahmed.el-sayed433@egypt.gov.eg,Ahmed El-Sayed,01016602816,Egypt,"4 Wessa Wassef Street, Floor 1, Giza",Bilbays,Sharqia,44643,Al-Hadad Ceramics Group,Bsuiness Development,"Pharmacist, hospital",{},2026-06-08 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_49
6fb79fc8-89ed-489f-999f-b69be284f4e4,doaa.tawfik876@gmail.com,Doaa Tawfik,01049923418,Egypt,"326 Gamal Abd El-Nasser Street, Miami",Aswan,Aswan,81589,Salem Mantawi Import & Supplies Group,Sales,Electrical engineer,{},2026-06-01 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_50
2007b583-0acf-4edd-8844-8cb69a584dce,nour.kamel795@company.com.eg,Nour Kamel,01189968956,Egypt,"19 Youssef El-Gendy Street, Bab El-Louk",Suez,Suez,11749,Tourism Sector - Tourist Shops,ACCOUNTING,Public librarian,{},2026-06-08 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_51
7a811761-5b2a-48bb-b38e-6e31722b7b2d,omar.farouk173@yahoo.com,Omar Farouk,01101064721,Egypt,"Lot IB, B1 Industrial Zone, 10th of Ramadan",Kafr al-Shaykh,Kafr El Sheikh,11517,Velocity Egypt Specialized Cables,Bsuiness Development,Management consultant,{},2026-06-04 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_52
471d4c8e-02fb-417f-9921-4d0ab2993310,doaa.saad427@hotmail.com,Doaa Saad,01112974426,Egypt,"23 Ammar Bin Yasir Street, Bihtem, Shubra El-Kheima",Mallawi,Minya,11814,International & Egyptian-Saudi Boilers Group,Business Development,Sales Representative,{},2026-06-02 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_53
ed86d594-45c1-4cf6-bcbf-6b47b280bd33,hussein.tawfik554@egypt.gov.eg,Hussein Tawfik,01137784922,Egypt,"74 Gesr El-Suez Street, Floor 9, Heliopolis",Faiyum,Faiyum,63800,Firewall Contracting & Fire Systems,Services,"Restaurant manager, fast food",{},2026-05-26 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_54
b40c8d12-0add-4e18-aa2d-a6d643e23152,amr.mostafa405@company.com.eg,Amr Mostafa,01273389565,Egypt,"18B City of Merchants, El-Moqattam",Al-Tur,South Sinai,46887,Al-Gharib El-Dreeny Sons Group,Support,Engineer,{},2026-05-22 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_55
b947e75f-d701-4e37-bf45-f9093907ee31,doaa.farouk492@egypt.gov.eg,Doaa Farouk,01093638639,Egypt,"127 Ramses Street, Apt 7, Floor 5",Faraskur,Damietta,34128,Salah El-Din Commercial Services Group,marketing,Chief Strategy Officer,{},2026-05-24 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_56
9bfdf4b1-29b7-4121-8a0a-be3c2ec391b4,mariam.abdelrahman836@outlook.com,Mariam Abdelrahman,01594374441,Egypt,"66 Mahmoud Fahmy El-Nokrashy Street, El-Gomrok",Akhmim,Sohag,82307,Al-Shams Wal-Doha Real Estate Group,Training,"Research officer, political party",{},2026-05-31 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_57
df3d6bef-24ad-4aaf-b9f4-9b684754dd5e,aya.ibrahim363@gmail.com,Aya Ibrahim,01241855287,Egypt,"125 Khalig El-Masri Street, Hadayek El-Qobba",Desouk,Kafr El Sheikh,33506,Al-Yamama Textiles Group,Marekting,Occupational therapist,{},2026-06-06 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_58
5e955f6b-7c99-4a32-8511-f497fa9333d8,hala.mostafa264@outlook.com,Hala Mostafa,01081797653,Egypt,"5 Autostrad Road, New Cairo",Luxor,Luxor,85868,Al-Baron Corporate Gifts,Bsuiness Development,Dealer,{},2026-05-20 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_59
17a465bd-0c0f-4ee9-a38b-883452c8668c,khaled.tawfik59@company.com.eg,Khaled Tawfik,01254503275,Egypt,"6 El-Sayyad El-Gab Alley, Dahab",Kafr al-Shaykh,Kafr El Sheikh,11827,Al-Yamama Textiles Group,Support,Museum/gallery exhibitions officer,{},2026-05-21 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_60
39eec9a1-b652-446d-a351-335839865bbd,mariam.gamal442@gmail.com,Mariam Gamal,01110512236,Egypt,"23 Nadi El-Obour Sports Road, Obour City",Sohag,Sohag,82747,Secured Smart Systems,ACCOUNTING,Adult guidance worker,{},2026-06-01 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_61
993ff03f-791a-42ee-8f50-b6ff1eca72c7,sara.yassin154@northwind.local,Sara Yassin,01022363166,Egypt,"2 Abbas El-Aassar Street, Sidi Bishr",Talkha,Dakahlia,35209,Global Board Training & Consulting Group,Human Resources,Television camera operator,{},2026-06-01 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_62
f44b8e23-6bed-4c9f-9265-eef3d740eae8,alaa.tawfik311@hotmail.com,Alaa Tawfik,01214345741,Egypt,"8 Ibn Marzouk Street, Saba Pasha",Sharm El Sheikh,South Sinai,46887,Amin Group for Pipes & Plastic Products,Human Resources,Colour technologist,{},2026-05-21 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_63
f1f38f74-0398-47f3-9bd6-85fa0e370b0e,hassan.gamal675@gmail.com,Hassan Gamal,01114770250,Egypt,"9 26th July Street, Mohandessin",Al-Arish,North Sinai,45212,Delta Gas Group,Support,Geoscientist,{},2026-06-08 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_64
8a26cb86-770f-47dd-aab0-03ee5a296d18,mona.mahmoud708@company.com.eg,Mona Mahmoud,01298260756,Egypt,"4 Wessa Wassef Street, Floor 1, Giza",Mansoura,Dakahlia,35496,Advanced Communication Systems - DB,Legal,"Exhibitions officer, museum/gallery",{},2026-05-23 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_65
321ded49-0cf0-4589-9af8-cc1eb609448e,hala.saad211@gmail.com,Hala Saad,01030804367,Egypt,"Km 28, Cairo-Alexandria Desert Road, Abu Rawash",Al-Kharijah,New Valley,72726,Santafe Technology,Research and Development,"Conservator, furniture",{},2026-05-30 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_66
4afb57b6-a296-4102-827f-7a8608e77d92,ahmed.mahmoud799@northwind.local,Ahmed Mahmoud,01040955540,Egypt,"9 26th July Street, Mohandessin",Obour City,Qalyubia,11719,Advanced Communication Systems - DB,Marketing,Arts development officer,{},2026-05-24 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_67
7589e440-1d88-47fc-bd27-95569cda1e3d,hassan.tawfik419@company.com.eg,Hassan Tawfik,01558716930,Egypt,"16 Yathrib Street, Dokki",Ismailia,Ismailia,41990,Al-Nahhas Chemicals Group,Marketing,Mechanical engineer,{},2026-05-29 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_68
d594d4b8-a2e4-4db1-9ff4-e19b3231c839,eman.ibrahim831@company.com.eg,Eman Ibrahim,01248173218,Egypt,"16 Yathrib Street, Dokki",Beni Suef,Beni Suef,62692,Al-Athar Import-Export Group,Engineering,Trade union research officer,{},2026-06-06 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,dummyjson,dj_user_69
7cce9bc9-5f19-4243-8da6-3d4bb311969e,salma.gamal481@hotmail.com,Salma Gamal,01189457051,Egypt,"6 Marfaq El-Meyah Street, El-Ameriya",Obour City,Qalyubia,11765,Badawi Industrial & Commercial Group,Engineering,"Scientist, water quality",{},2026-06-09 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,northwind,no_cust_70
0c894c71-bdaa-4410-a55b-4658afdfaf44,alaa.mahmoud989@northwind.local,Alaa Mahmoud,01038291673,Egypt,"93 Ahmed Orabi Street, Mohandessin",Sohag,Sohag,82721,VIP Information Technology & Security,Research and Development,IT trainer,{},2026-05-21 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_71
9f4ab958-84dd-442c-90f6-3dd7d95e29e6,ahmed.rashad120@outlook.com,Ahmed Rashad,01272548294,Egypt,"90 El-Tahrir Street, Sareydar Tower, Dokki",Rosetta,Beheira,22719,Al-Waliy Contracting Group,Engineering,Estate agent,{},2026-06-03 00:00:00,,f794fad3-907c-4cd7-a7fa-7cd54e5c94ff,itc_crm,it_cust_72
